"PWSID","LAT","LON","SOURCE"
"FL3644328",29.31574452,-81.09769673,"PWS Shapefile Centroid"
"FL3644329",28.99577116,-81.07364095,"PWS Shapefile Centroid"
"FL4060162",26.13055251,-80.19462914,"PWS Shapefile Centroid"
"FL4060167",26.16507586,-80.19685841,"PWS Shapefile Centroid"
"FL4060254",26.31233841,-80.12064082,"PWS Shapefile Centroid"
"FL4060291",26.29920742,-80.2813105,"PWS Shapefile Centroid"
"FL4060486",26.14310303,-80.14450646,"PWS Shapefile Centroid"
"FL4060573",25.9854147,-80.14233797,"PWS Shapefile Centroid"
"FL4060642",26.02166864,-80.17835147,"PWS Shapefile Centroid"
"FL4060787",26.14936956,-80.21138533,"PWS Shapefile Centroid"
"FL4060845",26.24474497,-80.20742754,"PWS Shapefile Centroid"
"FL4060925",25.97513083,-80.3275965,"PWS Shapefile Centroid"
"FL4060976",26.21384516,-80.22459106,"PWS Shapefile Centroid"
"FL4060989",26.19327017,-80.14318945,"PWS Shapefile Centroid"
"FL4061083",26.01323711,-80.34205063,"PWS Shapefile Centroid"
"FL4061121",26.12407757,-80.26338935,"PWS Shapefile Centroid"
"FL4061127",26.09132357,-80.39003786,"PWS Shapefile Centroid"
"FL4061129",26.23410435,-80.13015213,"PWS Shapefile Centroid"
"FL4061410",26.15732008,-80.242628,"PWS Shapefile Centroid"
"FL4061517",26.28112546,-80.24433976,"PWS Shapefile Centroid"
"FL4061574",29.3766744,-82.45416578,"PWS Shapefile Centroid"
"FL4061584",26.28468748,-80.1949065,"PWS Shapefile Centroid"
"FL4061593",26.20551125,-80.13648321,"PWS Shapefile Centroid"
"FL4064326",26.0462501,-80.349367,"PWS Shapefile Centroid"
"FL4064390",26.32435892,-80.26864664,"PWS Shapefile Centroid"
"FL4130077",25.89554058,-80.12296377,"PWS Shapefile Centroid"
"FL4130089",25.88740514,-80.13145292,"PWS Shapefile Centroid"
"FL4130604",25.90603719,-80.35359375,"PWS Shapefile Centroid"
"FL4130871",25.69711194,-80.39627775,"PWS Shapefile Centroid"
"FL4130901",25.9324794,-80.18815496,"PWS Shapefile Centroid"
"FL4130970",25.84621779,-80.14999107,"PWS Shapefile Centroid"
"FL4130977",25.89608368,-80.17885864,"PWS Shapefile Centroid"
"FL4131618",25.96384949,-80.18557564,"PWS Shapefile Centroid"
"FL4134365",25.93217301,-80.31956,"PWS Shapefile Centroid"
"FL4430624",27.0796562,-80.16522117,"PWS Shapefile Centroid"
"FL4430667",27.02266404,-80.47163679,"PWS Shapefile Centroid"
"FL4431379",27.02696864,-80.41036436,"PWS Shapefile Centroid"
"FL4470257",27.22560373,-80.83362892,"PWS Shapefile Centroid"
"FL4500014",26.64085575,-80.27571,"PWS Shapefile Centroid"
"FL4500068",26.59677202,-80.1037351,"PWS Shapefile Centroid"
"FL4500145",26.53127566,-80.06370076,"PWS Shapefile Centroid"
"FL4500351",26.45550075,-80.09107379,"PWS Shapefile Centroid"
"FL4500609",26.40143412,-80.0673565,"PWS Shapefile Centroid"
"FL4500773",26.60989987,-80.06630136,"PWS Shapefile Centroid"
"FL4500784",26.58367946,-80.05948485,"PWS Shapefile Centroid"
"FL4501058",26.63893775,-80.10161687,"PWS Shapefile Centroid"
"FL4501124",26.83787992,-80.0993861,"PWS Shapefile Centroid"
"FL4501438",26.90686891,-80.209078,"PWS Shapefile Centroid"
"FL4501491",26.92582643,-80.11726048,"PWS Shapefile Centroid"
"FL4501528",26.50522174,-80.11287562,"PWS Shapefile Centroid"
"FL4501559",26.76564301,-80.17176807,"PWS Shapefile Centroid"
"FL4504903",26.77881989,-80.24087333,"PWS Shapefile Centroid"
"FL4560490",27.42406336,-80.35417701,"PWS Shapefile Centroid"
"FL4560971",27.63371249,-80.50224361,"PWS Shapefile Centroid"
"FL4565031",27.31572553,-80.39423118,"PWS Shapefile Centroid"
"FL5084100",26.87674749,-82.22893905,"PWS Shapefile Centroid"
"FL5110142",26.42978459,-81.4604875,"PWS Shapefile Centroid"
"FL5110183",25.93918709,-81.71002903,"PWS Shapefile Centroid"
"FL5110198",26.2162658,-81.76664168,"PWS Shapefile Centroid"
"FL5260050",26.7438317,-81.38882654,"PWS Shapefile Centroid"
"FL5260053",26.78453228,-81.0207316,"PWS Shapefile Centroid"
"FL5260262",26.73714979,-80.93137439,"PWS Shapefile Centroid"
"FL5280266",27.44412109,-81.32855661,"PWS Shapefile Centroid"
"FL5360025",26.36434421,-81.78524993,"PWS Shapefile Centroid"
"FL5360172",26.60179795,-81.65255542,"PWS Shapefile Centroid"
"FL5360322",26.60859182,-82.11115752,"PWS Shapefile Centroid"
"FL5364048",26.53517267,-81.86847641,"PWS Shapefile Centroid"
"FL5364143",26.57942427,-81.74474172,"PWS Shapefile Centroid"
"FL5364145",26.44180205,-81.9265535,"PWS Shapefile Centroid"
"FL6080044",26.97886786,-82.01495023,"PWS Shapefile Centroid"
"FL6080051",26.91554957,-82.02276908,"PWS Shapefile Centroid"
"FL6080104",26.76710009,-82.26293003,"PWS Shapefile Centroid"
"FL6080318",26.99826661,-81.91668658,"PWS Shapefile Centroid"
"FL6090312",28.96019009,-82.48851409,"PWS Shapefile Centroid"
"FL6090317",28.904268,-82.60460295,"PWS Shapefile Centroid"
"FL6090828",28.7849337,-82.63208706,"PWS Shapefile Centroid"
"FL6091322",28.85075672,-82.64894066,"PWS Shapefile Centroid"
"FL6091735",28.72619825,-82.5291587,"PWS Shapefile Centroid"
"FL6094948",28.88155988,-82.43802117,"PWS Shapefile Centroid"
"FL6095050",29.00242521,-82.64664257,"PWS Shapefile Centroid"
"FL6144856",27.13371124,-81.88526345,"PWS Shapefile Centroid"
"FL6272180",28.54969559,-82.40101889,"PWS Shapefile Centroid"
"FL6277059",28.48974416,-82.556693,"PWS Shapefile Centroid"
"FL6280049",27.59658934,-81.50499313,"PWS Shapefile Centroid"
"FL6280223",27.08845529,-81.37223992,"PWS Shapefile Centroid"
"FL6280286",27.31700168,-81.3954531,"PWS Shapefile Centroid"
"FL6290323",28.0073844,-82.12136309,"PWS Shapefile Centroid"
"FL6290327",27.98333048,-82.424347,"PWS Shapefile Centroid"
"FL6290333",27.89426924,-82.37572625,"PWS Shapefile Centroid"
"FL6290388",28.05967953,-82.60499586,"PWS Shapefile Centroid"
"FL6290787",27.83100889,-82.31142869,"PWS Shapefile Centroid"
"FL6291372",28.03322218,-82.60809205,"PWS Shapefile Centroid"
"FL6296193",27.83774088,-82.4776735,"PWS Shapefile Centroid"
"FL6410182",27.48637833,-82.577849,"PWS Shapefile Centroid"
"FL6410322",27.52203698,-82.57735334,"PWS Shapefile Centroid"
"FL6411098",27.38860645,-82.63644334,"PWS Shapefile Centroid"
"FL6411132",27.40516407,-82.31705446,"PWS Shapefile Centroid"
"FL6421144",28.99007898,-82.17430225,"PWS Shapefile Centroid"
"FL6424083",29.14346999,-82.47369225,"PWS Shapefile Centroid"
"FL6424619",29.08391941,-82.27410079,"PWS Shapefile Centroid"
"FL6424652",29.08286878,-82.19602817,"PWS Shapefile Centroid"
"FL6510050",28.20065125,-82.7664595,"PWS Shapefile Centroid"
"FL6510324",28.28835965,-82.71739066,"PWS Shapefile Centroid"
"FL6510424",28.361816,-82.198534,"PWS Shapefile Centroid"
"FL6511255",28.24153057,-82.70762475,"PWS Shapefile Centroid"
"FL6511311",28.19744027,-82.72544825,"PWS Shapefile Centroid"
"FL6511361",28.34639374,-82.67090699,"PWS Shapefile Centroid"
"FL6512020",28.24277057,-82.17599947,"PWS Shapefile Centroid"
"FL6512064",28.16517262,-82.423029,"PWS Shapefile Centroid"
"FL6512214",28.21306278,-82.64454927,"PWS Shapefile Centroid"
"FL6514837",28.20250043,-82.25039836,"PWS Shapefile Centroid"
"FL6520135",27.93387469,-82.81119791,"PWS Shapefile Centroid"
"FL6520336",27.97584978,-82.76408597,"PWS Shapefile Centroid"
"FL6520486",28.0262922,-82.77280492,"PWS Shapefile Centroid"
"FL6520705",27.75099841,-82.71008643,"PWS Shapefile Centroid"
"FL6521405",27.88360389,-82.76752993,"PWS Shapefile Centroid"
"FL6521406",27.85510633,-82.7083814,"PWS Shapefile Centroid"
"FL6521576",28.00352641,-82.69548935,"PWS Shapefile Centroid"
"FL6521715",27.79119904,-82.66430535,"PWS Shapefile Centroid"
"FL6521784",28.14162567,-82.764157,"PWS Shapefile Centroid"
"FL6530315",27.88780249,-81.81944386,"PWS Shapefile Centroid"
"FL6530320",27.75743832,-81.81511285,"PWS Shapefile Centroid"
"FL6530321",28.14319215,-81.73221916,"PWS Shapefile Centroid"
"FL6530431",28.16393738,-81.57816736,"PWS Shapefile Centroid"
"FL6530485",28.02982361,-81.56894158,"PWS Shapefile Centroid"
"FL6530852",27.95343853,-81.952677,"PWS Shapefile Centroid"
"FL6531014",28.04420152,-81.94593133,"PWS Shapefile Centroid"
"FL6531237",27.90529971,-81.97388474,"PWS Shapefile Centroid"
"FL6531992",28.01311085,-81.70066464,"PWS Shapefile Centroid"
"FL6532232",28.11460611,-81.61861743,"PWS Shapefile Centroid"
"FL6532348",28.15549987,-82.00816675,"PWS Shapefile Centroid"
"FL6534609",28.01370923,-81.7716825,"PWS Shapefile Centroid"
"FL6535055",28.21336111,-82.04509552,"PWS Shapefile Centroid"
"FL6580326",27.33197745,-82.52254155,"PWS Shapefile Centroid"
"FL6580531",27.00135101,-82.38750475,"PWS Shapefile Centroid"
"FL6580651",27.06294532,-82.21165243,"PWS Shapefile Centroid"
"FL6588003",27.30504778,-82.50584882,"PWS Shapefile Centroid"
"FL6600990",28.79986747,-82.13689298,"PWS Shapefile Centroid"
"FL6604824",28.9559367,-81.9707418,"PWS Shapefile Centroid"
"FL6604862",28.95534566,-81.96928301,"PWS Shapefile Centroid"
"FL6605012",28.98849723,-82.01375695,"PWS Shapefile Centroid"
"FL6605038",28.91437735,-81.94255991,"PWS Shapefile Centroid"
"GA0010000",31.7834193,-82.36756025,"PWS Shapefile Centroid"
"GA0050000",31.542627,-82.4656626,"PWS Shapefile Centroid"
"GA0110026",34.43063186,-83.507267,"PWS Shapefile Centroid"
"GA0130000",34.01008777,-83.801716,"PWS Shapefile Centroid"
"GA0130001",33.95896249,-83.59752075,"PWS Shapefile Centroid"
"GA0130002",34.00264533,-83.71079752,"PWS Shapefile Centroid"
"GA0130031",33.93654623,-83.76902244,"PWS Shapefile Centroid"
"GA0150000",34.36899236,-84.92333255,"PWS Shapefile Centroid"
"GA0150001",34.25066722,-84.81678847,"PWS Shapefile Centroid"
"GA0150002",34.19091455,-84.82398675,"PWS Shapefile Centroid"
"GA0170000",31.71651583,-83.25410243,"PWS Shapefile Centroid"
"GA0190002",31.20327211,-83.24517221,"PWS Shapefile Centroid"
"GA0230000",32.39009366,-83.3493741,"PWS Shapefile Centroid"
"GA0270002",30.78564421,-83.56289282,"PWS Shapefile Centroid"
"GA0270010",30.85184943,-83.3706978,"PWS Shapefile Centroid"
"GA0290025",31.84233207,-81.256725,"PWS Shapefile Centroid"
"GA0310015",32.4107829,-81.840483,"PWS Shapefile Centroid"
"GA0330004",33.08357871,-82.00900506,"PWS Shapefile Centroid"
"GA0390000",30.79884635,-81.63092575,"PWS Shapefile Centroid"
"GA0390001",30.74965559,-81.57634707,"PWS Shapefile Centroid"
"GA0390013",30.80028834,-81.56379778,"PWS Shapefile Centroid"
"GA0450000",33.53568576,-85.25348041,"PWS Shapefile Centroid"
"GA0450001",33.6252941,-84.981394,"PWS Shapefile Centroid"
"GA0450002",33.58390808,-85.06745216,"PWS Shapefile Centroid"
"GA0450005",33.73236366,-85.04192475,"PWS Shapefile Centroid"
"GA0450006",33.73615717,-84.92506677,"PWS Shapefile Centroid"
"GA0470000",34.82405784,-85.19246575,"PWS Shapefile Centroid"
"GA0490000",30.84042646,-82.00579088,"PWS Shapefile Centroid"
"GA0510001",32.11709663,-81.2395915,"PWS Shapefile Centroid"
"GA0510002",32.19151949,-81.16942878,"PWS Shapefile Centroid"
"GA0510004",32.1521746,-81.2159045,"PWS Shapefile Centroid"
"GA0510005",32.00779202,-80.850791,"PWS Shapefile Centroid"
"GA0510033",31.92379297,-81.04749048,"PWS Shapefile Centroid"
"GA0510034",32.04412964,-81.24140953,"PWS Shapefile Centroid"
"GA0510107",32.03582496,-81.141562,"PWS Shapefile Centroid"
"GA0510124",32.01059667,-81.25653493,"PWS Shapefile Centroid"
"GA0550000",34.54850806,-85.27982875,"PWS Shapefile Centroid"
"GA0570002",34.16657572,-84.55761,"PWS Shapefile Centroid"
"GA0570003",34.10904216,-84.4345885,"PWS Shapefile Centroid"
"GA0630000",33.53756438,-84.31203361,"PWS Shapefile Centroid"
"GA0670001",33.84608914,-84.6707195,"PWS Shapefile Centroid"
"GA0670003",33.8067106,-84.55717775,"PWS Shapefile Centroid"
"GA0670007",33.87658884,-84.52113075,"PWS Shapefile Centroid"
"GA0690002",31.4991635,-82.8480915,"PWS Shapefile Centroid"
"GA0690031",31.44981921,-82.91446225,"PWS Shapefile Centroid"
"GA0730000",33.50900535,-82.123499,"PWS Shapefile Centroid"
"GA0750000",31.13342263,-83.42403721,"PWS Shapefile Centroid"
"GA0770003",33.29578795,-84.57818375,"PWS Shapefile Centroid"
"GA0770042",33.46938986,-84.60993197,"PWS Shapefile Centroid"
"GA0810001",31.96697859,-83.77382643,"PWS Shapefile Centroid"
"GA0810064",31.87348914,-83.91190371,"PWS Shapefile Centroid"
"GA0830000",34.8692399,-85.5094755,"PWS Shapefile Centroid"
"GA0850007",34.39070646,-83.99932834,"PWS Shapefile Centroid"
"GA0870001",30.90069445,-84.574364,"PWS Shapefile Centroid"
"GA0930003",32.25623305,-83.73519474,"PWS Shapefile Centroid"
"GA0930004",32.09066745,-83.8066475,"PWS Shapefile Centroid"
"GA0950035",31.5706782,-84.06204711,"PWS Shapefile Centroid"
"GA0970000",33.71473959,-84.7666625,"PWS Shapefile Centroid"
"GA0990000",31.37571962,-84.93386476,"PWS Shapefile Centroid"
"GA1050001",34.10558483,-82.86861122,"PWS Shapefile Centroid"
"GA1070005",32.5935739,-82.33323343,"PWS Shapefile Centroid"
"GA1090001",32.16349984,-81.90314475,"PWS Shapefile Centroid"
"GA1110001",34.94277213,-84.3910055,"PWS Shapefile Centroid"
"GA1130001",33.39988801,-84.56500353,"PWS Shapefile Centroid"
"GA1130003",33.44299421,-84.46678389,"PWS Shapefile Centroid"
"GA1170000",34.20201796,-84.14146405,"PWS Shapefile Centroid"
"GA1170030",34.32024989,-84.06419859,"PWS Shapefile Centroid"
"GA1190003",34.4960164,-83.09091013,"PWS Shapefile Centroid"
"GA1210001",33.69163991,-84.5219911,"PWS Shapefile Centroid"
"GA1210003",33.67522432,-84.4761985,"PWS Shapefile Centroid"
"GA1210005",34.17232094,-84.46450925,"PWS Shapefile Centroid"
"GA1210006",33.66043557,-84.40814861,"PWS Shapefile Centroid"
"GA1210009",34.02989615,-84.3541065,"PWS Shapefile Centroid"
"GA1270000",31.1922639,-81.48149259,"PWS Shapefile Centroid"
"GA1270001",31.17703295,-81.37989984,"PWS Shapefile Centroid"
"GA1290000",34.50077946,-84.93804376,"PWS Shapefile Centroid"
"GA1310000",30.87942954,-84.20853038,"PWS Shapefile Centroid"
"GA1350004",34.03946423,-84.16688625,"PWS Shapefile Centroid"
"GA1350006",33.83019497,-83.86955715,"PWS Shapefile Centroid"
"GA1370001",34.48906855,-83.54001472,"PWS Shapefile Centroid"
"GA1370002",34.61624832,-83.52280676,"PWS Shapefile Centroid"
"GA1370003",34.5314352,-83.51833876,"PWS Shapefile Centroid"
"GA1370004",34.54838958,-83.5597065,"PWS Shapefile Centroid"
"GA1410001",33.2805841,-82.98037819,"PWS Shapefile Centroid"
"GA1430000",33.71501852,-85.14264379,"PWS Shapefile Centroid"
"GA1430002",33.75422987,-85.29519875,"PWS Shapefile Centroid"
"GA1430007",33.7810607,-85.1571525,"PWS Shapefile Centroid"
"GA1450011",32.69474762,-85.09662206,"PWS Shapefile Centroid"
"GA1470065",34.44573352,-82.88905714,"PWS Shapefile Centroid"
"GA1490000",33.2744611,-85.09347292,"PWS Shapefile Centroid"
"GA1510001",33.44501135,-84.08135979,"PWS Shapefile Centroid"
"GA1510002",33.34326491,-84.10294322,"PWS Shapefile Centroid"
"GA1530000",32.64135073,-83.69073406,"PWS Shapefile Centroid"
"GA1530006",32.47450372,-83.72755108,"PWS Shapefile Centroid"
"GA1530021",32.56061279,-83.62481125,"PWS Shapefile Centroid"
"GA1530042",32.61790807,-83.5789975,"PWS Shapefile Centroid"
"GA1570003",34.12042682,-83.5905281,"PWS Shapefile Centroid"
"GA1570117",34.22843864,-83.61220994,"PWS Shapefile Centroid"
"GA1590000",33.30537208,-83.68663931,"PWS Shapefile Centroid"
"GA1650000",32.80696782,-81.94177931,"PWS Shapefile Centroid"
"GA1670002",32.72389719,-82.7212159,"PWS Shapefile Centroid"
"GA1690000",33.00642729,-83.52978485,"PWS Shapefile Centroid"
"GA1690002",32.82952962,-83.5467605,"PWS Shapefile Centroid"
"GA1710000",33.05475032,-84.15906786,"PWS Shapefile Centroid"
"GA1770000",31.72929229,-84.16453231,"PWS Shapefile Centroid"
"GA1770068",31.63563115,-84.26477,"PWS Shapefile Centroid"
"GA1790000",31.82167452,-81.61310962,"PWS Shapefile Centroid"
"GA1790024",31.88583834,-81.6002405,"PWS Shapefile Centroid"
"GA1790144",31.82436014,-81.49301338,"PWS Shapefile Centroid"
"GA1810038",33.80849042,-82.47700025,"PWS Shapefile Centroid"
"GA1850000",30.99066132,-83.370586,"PWS Shapefile Centroid"
"GA1850002",30.85215118,-83.28453885,"PWS Shapefile Centroid"
"GA1850016",30.90974392,-83.3568975,"PWS Shapefile Centroid"
"GA1850019",30.68843765,-83.2248215,"PWS Shapefile Centroid"
"GA1850022",30.88610899,-83.28019491,"PWS Shapefile Centroid"
"GA1870000",34.53065517,-83.98452737,"PWS Shapefile Centroid"
"GA1890001",33.46469794,-82.488086,"PWS Shapefile Centroid"
"GA1930003",32.29283722,-84.06619112,"PWS Shapefile Centroid"
"GA1990003",32.85713117,-84.61875484,"PWS Shapefile Centroid"
"GA2070001",33.04786502,-83.965587,"PWS Shapefile Centroid"
"GA2070074",32.92693563,-83.73973532,"PWS Shapefile Centroid"
"GA2110002",33.57283128,-83.4818875,"PWS Shapefile Centroid"
"GA2150000",32.503205,-84.93584594,"PWS Shapefile Centroid"
"GA2170001",33.59386929,-83.84977641,"PWS Shapefile Centroid"
"GA2170004",33.57357068,-83.93033963,"PWS Shapefile Centroid"
"GA2190000",33.87211627,-83.40975513,"PWS Shapefile Centroid"
"GA2250001",32.55036354,-83.89512484,"PWS Shapefile Centroid"
"GA2270000",34.469832,-84.4267365,"PWS Shapefile Centroid"
"GA2270002",34.43017336,-84.41460798,"PWS Shapefile Centroid"
"GA2270004",34.47299916,-84.31782125,"PWS Shapefile Centroid"
"GA2330001",34.01413287,-85.13672,"PWS Shapefile Centroid"
"GA2330002",34.00277139,-85.06449244,"PWS Shapefile Centroid"
"GA2370000",33.32859889,-83.38848589,"PWS Shapefile Centroid"
"GA2410000",34.86822769,-83.41014509,"PWS Shapefile Centroid"
"GA2410118",34.78580654,-83.42420693,"PWS Shapefile Centroid"
"GA2430000",31.77201955,-84.7904755,"PWS Shapefile Centroid"
"GA2450000",33.443315,-82.02588,"PWS Shapefile Centroid"
"GA2510003",32.75443439,-81.64463978,"PWS Shapefile Centroid"
"GA2550000",33.247527,-84.27068694,"PWS Shapefile Centroid"
"GA2550036",33.29574226,-84.30583833,"PWS Shapefile Centroid"
"GA2570001",34.56516061,-83.30746872,"PWS Shapefile Centroid"
"GA2590012",32.066115,-84.7206138,"PWS Shapefile Centroid"
"GA2610000",32.07248666,-84.22750711,"PWS Shapefile Centroid"
"GA2630005",32.5547114,-84.67112425,"PWS Shapefile Centroid"
"GA2670002",31.93288104,-81.92543078,"PWS Shapefile Centroid"
"GA2710003",32.06332573,-82.900186,"PWS Shapefile Centroid"
"GA2730001",31.77415703,-84.43916305,"PWS Shapefile Centroid"
"GA2750005",30.84216064,-83.96141645,"PWS Shapefile Centroid"
"GA2810000",34.95981684,-83.75351523,"PWS Shapefile Centroid"
"GA2850001",33.04392008,-85.05424937,"PWS Shapefile Centroid"
"GA2870000",31.70537742,-83.65429762,"PWS Shapefile Centroid"
"GA2910000",34.87801846,-83.98260869,"PWS Shapefile Centroid"
"GA2910003",34.92588536,-84.03284032,"PWS Shapefile Centroid"
"GA2910006",34.83602938,-84.02219213,"PWS Shapefile Centroid"
"GA2930000",32.88961362,-84.32687462,"PWS Shapefile Centroid"
"GA2930010",32.8991382,-84.42227465,"PWS Shapefile Centroid"
"GA2950000",34.85006029,-85.3441245,"PWS Shapefile Centroid"
"GA2950003",34.85469402,-85.23131002,"PWS Shapefile Centroid"
"GA2970001",33.79029096,-83.716867,"PWS Shapefile Centroid"
"GA2970002",33.65165557,-83.70947656,"PWS Shapefile Centroid"
"GA2970008",33.8818293,-83.87211725,"PWS Shapefile Centroid"
"GA2990001",31.25154827,-82.36453412,"PWS Shapefile Centroid"
"GA2990002",31.21706038,-82.35082186,"PWS Shapefile Centroid"
"GA2990051",31.19932089,-82.28954775,"PWS Shapefile Centroid"
"GA3050000",31.59700495,-81.91323625,"PWS Shapefile Centroid"
"GA3090000",32.14634019,-82.789017,"PWS Shapefile Centroid"
"GA3110000",34.58854445,-83.76039727,"PWS Shapefile Centroid"
"GA3210003",31.5312925,-83.83187431,"PWS Shapefile Centroid"
"HI0000101",19.66200884,-155.092505,"PWS Shapefile Centroid"
"HI0000117",19.55089031,-154.9164317,"PWS Shapefile Centroid"
"HI0000129",20.22858644,-155.8255261,"PWS Shapefile Centroid"
"HI0000130",20.03071195,-155.6546975,"PWS Shapefile Centroid"
"HI0000132",19.50030239,-155.917735,"PWS Shapefile Centroid"
"HI0000146",19.43116481,-155.2153649,"PWS Shapefile Centroid"
"HI0000204",21.00945458,-156.637523,"PWS Shapefile Centroid"
"HI0000212",20.88921103,-156.4946918,"PWS Shapefile Centroid"
"HI0000213",20.84235475,-156.324634,"PWS Shapefile Centroid"
"HI0000214",20.87845631,-156.6720765,"PWS Shapefile Centroid"
"HI0000215",20.81569585,-156.319897,"PWS Shapefile Centroid"
"HI0000219",20.92746451,-156.2652668,"PWS Shapefile Centroid"
"HI0000234",21.10380811,-157.03294,"PWS Shapefile Centroid"
"HI0000331",21.34732127,-157.902514,"PWS Shapefile Centroid"
"HI0000333",21.48340406,-158.0350525,"PWS Shapefile Centroid"
"HI0000334",21.4131906,-157.99601,"PWS Shapefile Centroid"
"HI0000335",21.33186242,-158.057956,"PWS Shapefile Centroid"
"HI0000337",21.45756268,-158.061151,"PWS Shapefile Centroid"
"HI0000341",21.34007746,-157.8804776,"PWS Shapefile Centroid"
"HI0000345",21.49357189,-158.0620837,"PWS Shapefile Centroid"
"HI0000346",21.3642001,-157.8904618,"PWS Shapefile Centroid"
"HI0000355",21.32193374,-158.0707455,"PWS Shapefile Centroid"
"HI0000356",21.32571912,-158.0275062,"PWS Shapefile Centroid"
"HI0000360",21.42087196,-157.9607141,"PWS Shapefile Centroid"
"HI0000366",21.64142588,-158.0389545,"PWS Shapefile Centroid"
"HI0000367",21.47549282,-157.9968859,"PWS Shapefile Centroid"
"HI0000400",22.07550574,-159.359332,"PWS Shapefile Centroid"
"HI0000406",21.96033844,-159.6740003,"PWS Shapefile Centroid"
"HI0000407",22.21088705,-159.4000627,"PWS Shapefile Centroid"
"IA0400900",40.74730911,-92.9164595,"PWS Shapefile Centroid"
"IA0400901",40.62938054,-91.35551322,"PWS Shapefile Centroid"
"IA0407008",40.72856231,-92.87089574,"PWS Shapefile Centroid"
"IA0610099",41.89550627,-92.27619976,"PWS Shapefile Centroid"
"IA0688053",42.16117463,-92.024207,"PWS Shapefile Centroid"
"IA0709084",42.50470275,-92.42971025,"PWS Shapefile Centroid"
"IA0790074",42.48880329,-92.34975077,"PWS Shapefile Centroid"
"IA0819033",42.0564545,-93.88054398,"PWS Shapefile Centroid"
"IA0990085",42.72137138,-92.46738207,"PWS Shapefile Centroid"
"IA1178097",42.64618012,-95.19765205,"PWS Shapefile Centroid"
"IA1228038",42.78184994,-92.66636204,"PWS Shapefile Centroid"
"IA1400903",42.2707226,-95.09309779,"PWS Shapefile Centroid"
"IA1509074",41.39772028,-95.01339301,"PWS Shapefile Centroid"
"IA1716076",43.13367897,-93.40127242,"PWS Shapefile Centroid"
"IA1750048",43.14723848,-93.20645409,"PWS Shapefile Centroid"
"IA1811020",42.74799877,-95.55221659,"PWS Shapefile Centroid"
"IA1970051",43.06053879,-92.31419514,"PWS Shapefile Centroid"
"IA2038038",41.03559274,-93.7679045,"PWS Shapefile Centroid"
"IA2038701",41.02247322,-93.7839925,"PWS Shapefile Centroid"
"IA2171071",43.1484095,-95.1690705,"PWS Shapefile Centroid"
"IA2326048",41.83472549,-90.214223,"PWS Shapefile Centroid"
"IA2330036",41.8226732,-90.54387289,"PWS Shapefile Centroid"
"IA2503003",41.61353416,-94.01932334,"PWS Shapefile Centroid"
"IA2573701",41.69186661,-93.9550695,"PWS Shapefile Centroid"
"IA2576705",41.85604524,-93.9190095,"PWS Shapefile Centroid"
"IA2839021",42.48798349,-91.45468628,"PWS Shapefile Centroid"
"IA2985002",40.81754463,-91.16853615,"PWS Shapefile Centroid"
"IA3070078",43.41621033,-95.11245514,"PWS Shapefile Centroid"
"IA3102001",42.52062408,-90.751763,"PWS Shapefile Centroid"
"IA3126052",42.50276288,-90.69787322,"PWS Shapefile Centroid"
"IA3130091",42.47669606,-91.11673135,"PWS Shapefile Centroid"
"IA3317047",42.9999506,-91.6517338,"PWS Shapefile Centroid"
"IA3405012",43.06970656,-92.6802935,"PWS Shapefile Centroid"
"IA3544024",42.73958682,-93.20749291,"PWS Shapefile Centroid"
"IA3742004",42.0139767,-94.38046839,"PWS Shapefile Centroid"
"IA4063094",42.46135392,-93.82180575,"PWS Shapefile Centroid"
"IA4260097",42.51995716,-93.283061,"PWS Shapefile Centroid"
"IA4453016",40.96329249,-91.55047594,"PWS Shapefile Centroid"
"IA4515087",43.37351391,-92.11589653,"PWS Shapefile Centroid"
"IA5059064",41.69711269,-93.05085957,"PWS Shapefile Centroid"
"IA5131033",41.00706197,-91.98486163,"PWS Shapefile Centroid"
"IA5208071",41.69829772,-91.5974134,"PWS Shapefile Centroid"
"IA5225079",41.65632804,-91.52943517,"PWS Shapefile Centroid"
"IA5225101",41.65597237,-91.55376223,"PWS Shapefile Centroid"
"IA5252072",41.74837743,-91.61195155,"PWS Shapefile Centroid"
"IA5307048",42.10972652,-91.27656273,"PWS Shapefile Centroid"
"IA5343098",42.2300856,-91.19975975,"PWS Shapefile Centroid"
"IA5507085",43.29285517,-94.21760465,"PWS Shapefile Centroid"
"IA5715093",41.98135242,-91.67341255,"PWS Shapefile Centroid"
"IA5735045",42.03966271,-91.6866735,"PWS Shapefile Centroid"
"IA5758021",41.92364639,-91.42063553,"PWS Shapefile Centroid"
"IA6171029",41.33423746,-94.01818463,"PWS Shapefile Centroid"
"IA6300099",41.22772687,-93.24087956,"PWS Shapefile Centroid"
"IA6342036",41.32066584,-93.10581075,"PWS Shapefile Centroid"
"IA6342711",41.28084365,-93.10621111,"PWS Shapefile Centroid"
"IA6368033",41.40729754,-92.9189665,"PWS Shapefile Centroid"
"IA6525090",41.05082178,-95.74881166,"PWS Shapefile Centroid"
"IA6663001",43.28340822,-92.81296105,"PWS Shapefile Centroid"
"IA6803010",41.05382066,-92.762797,"PWS Shapefile Centroid"
"IA7038301",41.46008221,-90.84751391,"PWS Shapefile Centroid"
"IA7048001",41.43531117,-91.05799786,"PWS Shapefile Centroid"
"IA7227701",43.32108739,-95.47518229,"PWS Shapefile Centroid"
