ZCTA,LAT,LON
36375,31.07674727,-85.54111759
36474,31.42663731,-86.62020784
36521,30.96240761,-88.18527025
36559,30.56903998,-87.90393362
36575,30.76830117,-88.27273684
36607,30.70308309,-88.11452525
36740,32.62420658,-87.83209424
34689,28.14958419,-82.76121243
34773,28.14691406,-80.99971886
34952,27.29693031,-80.29749107
32009,30.42079937,-81.97273259
32043,29.93000674,-81.74317942
32086,29.75656441,-81.30282234
32091,29.93204713,-82.11324535
32141,28.92321592,-80.90195307
32259,30.05787759,-81.63387225
32317,30.46746327,-84.11442794
32359,29.71916614,-83.4217805
32408,30.15739776,-85.75463054
32440,30.92019555,-85.5258471
32464,30.89687474,-85.95589947
32626,29.42144039,-82.89461177
32643,29.79275913,-82.6617545
32703,28.65644989,-81.52126019
32805,28.5298209,-81.40608724
32825,28.53680748,-81.24243813
32826,28.57813071,-81.1845375
32937,28.17466217,-80.59429975
32962,27.58649656,-80.38414187
33060,26.23511979,-80.12084058
33126,25.7780448,-80.2961915
36784,31.94207332,-87.82272444
36915,31.95897663,-88.36019815
35035,33.04424135,-86.97149892
35078,33.32086253,-86.44001327
35127,33.49116789,-86.97578837
35136,32.84144159,-86.2902385
35146,33.79275023,-86.43258895
35206,33.57027776,-86.71330429
35210,33.5430777,-86.66613207
35543,34.21218508,-87.7519534
35581,34.35791134,-87.71266423
35741,34.71507125,-86.5031945
35754,34.51821358,-86.61096022
35766,34.8734017,-86.2766161
35808,34.63236398,-86.65578484
35960,34.12515252,-85.56788814
36024,32.66542222,-86.03315479
36105,32.21811311,-86.28778903
36318,31.17612505,-85.95653727
36376,31.25271425,-85.27293203
36456,31.57102648,-86.82557021
36483,31.03365765,-86.678046
36540,31.44733032,-87.61705625
33140,25.81171859,-80.1370285
33156,25.66767386,-80.29722936
33160,25.93359823,-80.13290865
33161,25.89358901,-80.18285628
33176,25.65877129,-80.35918899
33179,25.95816143,-80.17983876
33308,26.18813995,-80.10624962
33330,26.06032509,-80.3233268
33458,26.93478043,-80.12906604
33544,28.25134053,-82.37037011
33592,28.10086386,-82.28698933
33617,28.03893189,-82.39327185
33708,27.81093008,-82.7950912
33801,28.04008407,-81.89476662
33843,27.7313215,-81.51083941
33922,26.65395603,-82.17951208
34114,26.04291202,-81.649629
34223,26.98020219,-82.336496
34286,27.09787163,-82.0953225
34471,29.16839521,-82.1212405
34604,28.46294863,-82.4278585
34653,28.24268728,-82.69307576
34984,27.24789035,-80.33456537
34997,27.05072667,-80.27259339
36576,30.52653266,-87.76653771
36750,32.7839773,-86.8436078
36860,32.26119209,-85.42058063
30165,34.29844326,-85.2783685
35022,33.30772164,-86.959336
35053,34.05483426,-87.06477414
35063,33.82213341,-87.0076771
35147,33.41237424,-86.53162196
35204,33.52204972,-86.84065529
35217,33.60711082,-86.76131303
35244,33.35207734,-86.82666243
35444,33.33475191,-87.30384384
35474,32.93680998,-87.57222444
35570,34.16533091,-87.99466515
35587,33.8007266,-87.45213784
35654,34.5195895,-87.6281625
35774,34.76108883,-86.22805113
35968,34.52007955,-85.7397465
35981,34.72217529,-85.64069031
36075,32.3891324,-85.91258244
36278,33.3188525,-85.52529064
36323,31.42702872,-86.07222388
36481,31.77355016,-87.3755091
36558,31.6160736,-88.33033539
32059,30.39068042,-83.2603305
32064,30.29541146,-82.9838204
32065,30.13867258,-81.78761125
32083,30.09071797,-82.23221615
32162,28.91641946,-81.996888
32216,30.27891473,-81.58305377
32254,30.34161487,-81.73545234
32332,30.59710602,-84.65282
32435,30.65370234,-86.1160086
32503,30.46022557,-87.21371664
32534,30.53273154,-87.28378966
32621,29.42600756,-82.62933727
32641,29.6295825,-82.22554988
32694,29.79091233,-82.15372243
32744,28.98897916,-81.2185375
32819,28.45563589,-81.47199162
32904,28.00528948,-80.8115645
33004,26.06069792,-80.13377618
33062,26.2452937,-80.0902198
33068,26.21642026,-80.21540116
33157,25.60669573,-80.34314612
33168,25.89314119,-80.20931861
33322,26.14997434,-80.27430044
33331,26.05870888,-80.36989812
36693,30.62676666,-88.14989301
36793,32.82919798,-87.00943783
36854,32.75251241,-85.18489059
36925,32.46661567,-88.24493575
35014,33.40809871,-86.3241295
35033,33.94519183,-87.02904251
35051,33.20455259,-86.61522288
35068,33.60942471,-86.83221288
35087,34.30554338,-86.58252834
35133,33.81969829,-86.59874973
35223,33.47946273,-86.736263
35458,33.40522298,-87.79651222
35481,33.38309597,-88.038546
35579,33.630683,-87.34441629
35748,34.65478319,-86.407276
35901,34.05575204,-85.928771
35956,34.14335015,-86.14802046
36006,32.63830974,-86.72528209
36043,32.18938518,-86.3828265
36092,32.61401658,-86.19620307
36109,32.38033826,-86.241122
36256,33.0418247,-85.70775264
36311,31.60090543,-85.68369797
36320,31.03712858,-85.358281
35023,33.44298773,-87.02805475
35049,33.95673827,-86.59907248
35111,33.28308775,-87.09003688
35112,33.69376278,-86.47244509
35128,33.54577746,-86.41105375
35171,32.87823872,-86.74631242
35453,33.16178783,-87.38699617
35480,33.09793315,-87.8072933
35563,33.99677871,-87.90147815
35580,33.70118467,-87.27311781
35611,34.76555166,-87.08419278
35660,34.75837594,-87.69845049
35755,34.50671761,-86.12615184
35801,34.72496668,-86.56302437
35950,34.25257367,-86.26013119
36005,31.8343138,-85.753518
36035,31.79287431,-86.12418563
36042,31.86656376,-86.44897314
36273,33.53902512,-85.37742498
36441,31.04056953,-87.25896058
36482,31.62227222,-87.63422508
36505,30.94977409,-88.02253611
36511,30.30979918,-87.739661
36532,30.48062946,-87.86457071
36473,31.32007194,-87.21969371
36548,31.48324268,-87.97224394
36578,30.73867541,-87.77273034
36613,30.81177107,-88.18174034
36754,32.15732223,-87.70237488
36768,31.88369673,-87.01186049
36867,32.49833642,-85.02306805
36904,32.08364025,-88.34965475
36008,32.49669293,-86.5644175
32709,28.49264385,-80.98797873
32720,28.99387335,-81.398687
32732,28.74565148,-81.10561016
32746,28.76295267,-81.35501615
32779,28.71633111,-81.41342352
32822,28.48993642,-81.29057977
32907,28.01563337,-80.68183812
33001,24.82416189,-80.80390406
33019,26.02394136,-80.12164905
33034,25.41868616,-80.86265117
33043,24.69933254,-81.2920215
33150,25.8518771,-80.20698404
33196,25.63723941,-80.61321725
33315,26.08703522,-80.15295611
33483,26.46259353,-80.06141771
36587,30.83602879,-88.35004645
36744,32.69175981,-87.59846692
36773,32.2825335,-87.38608867
36853,32.80555359,-85.7681074
36922,32.3006289,-88.15071684
35005,33.59215478,-86.99832501
35006,33.43159518,-87.19959725
35031,34.10256252,-86.5455142
35046,32.92298307,-86.54126726
35064,33.47480251,-86.91957936
35125,33.6256608,-86.29592901
35235,33.61725852,-86.65006144
35406,33.33193803,-87.46829245
35490,33.21606246,-87.24546038
35643,34.66880554,-87.20707312
35671,34.66605799,-86.95192238
35768,34.70923545,-86.04585275
35776,34.66082925,-86.2433552
35954,34.08953064,-86.05775327
36013,32.297638,-85.97959303
36047,32.07874198,-86.52468021
36091,32.77005641,-86.4687975
36280,33.36136138,-85.3337875
36426,31.11498248,-87.0723845
33525,28.33501552,-82.18380593
33543,28.2027951,-82.30504476
33702,27.84670789,-82.63071708
33712,27.73449475,-82.6655287
33714,27.81697393,-82.67787308
33763,28.00275466,-82.74356067
33803,28.00885899,-81.93593459
33837,28.1901052,-81.591593
33873,27.56178529,-81.77860438
33897,28.28087312,-81.69533894
33928,26.43545608,-81.71000035
33974,26.56206103,-81.60276037
34101,26.07708641,-81.79004125
34142,26.31384369,-81.28600738
34202,27.40720412,-82.39249377
34251,27.37825971,-82.17153818
34287,27.05736577,-82.24677634
34475,29.25275787,-82.16065027
34654,28.29755593,-82.62904877
34690,28.19227409,-82.72730371
34759,28.10413,-81.4422345
34797,28.73135149,-81.8165545
34953,27.24939398,-80.38138305
36442,31.07291432,-86.36347565
36518,31.48145012,-88.2707205
36567,30.61470076,-87.55784464
36585,31.31648165,-88.028314
36617,30.71547408,-88.09517372
36751,31.80808968,-87.54866931
36875,32.34614088,-85.1638115
35004,33.60338474,-86.49370752
35016,34.3254604,-86.5033329
35019,34.26882135,-86.6046745
35034,32.89048654,-87.25908
35057,34.12454444,-86.92736725
35062,33.74613287,-86.989745
35149,33.24374905,-86.20712305
35180,33.84614647,-86.832573
35243,33.44188397,-86.7405432
35405,33.12084563,-87.55082555
35457,33.29893264,-87.77232053
35503,33.93665727,-87.30146308
35548,34.06261519,-87.75251659
35601,34.60617572,-87.00795763
35763,34.62023481,-86.46612311
35903,34.00746521,-85.855566
32033,29.78861375,-81.44266208
32071,30.04095838,-82.94497624
32097,30.65850499,-81.64479996
32118,29.20946461,-81.00167113
32207,30.2900003,-81.64020818
32221,30.24642756,-81.88972125
32301,30.42713284,-84.25823383
32309,30.57175801,-84.10123566
32444,30.23851771,-85.65184769
32462,30.59834234,-85.78621338
32547,30.46649277,-86.65514097
32567,30.92209319,-86.43395267
32580,30.50337307,-86.5094494
32712,28.72917545,-81.54103523
32812,28.48484212,-81.32764529
32901,28.07884591,-80.62268099
32948,27.75912016,-80.61832612
33030,25.4847821,-80.50850266
33172,25.78656281,-80.362266
33177,25.59703823,-80.40457421
33189,25.57314882,-80.33915255
33328,26.06670806,-80.27301371
33406,26.66501462,-80.0909215
35973,34.34227459,-85.55537544
35987,33.91557377,-86.23887155
36030,31.86040563,-86.85696158
36037,31.7938404,-86.6235719
36108,32.33955869,-86.40600602
36269,33.75635443,-85.3903565
36353,31.48171652,-85.36210365
36451,31.69769467,-87.80663138
36560,31.08554241,-88.04992542
36619,30.59487649,-88.19298804
36720,32.17173692,-87.3584055
36742,32.45838297,-87.74213764
36863,32.89724283,-85.25913389
36879,32.73093324,-85.55444467
35040,33.10485051,-86.72958228
35045,32.81125627,-86.6724904
35054,33.50412056,-86.32691247
35082,33.15631229,-86.15455181
35085,33.00416811,-86.67409
35115,33.14973955,-86.9035645
35150,33.18577337,-86.24451829
35214,33.56605962,-86.888072
35469,33.01454163,-87.80584505
35546,33.60553686,-87.54762694
85008,33.46358519,-111.9874947
85032,33.62624314,-112.0036694
85054,33.67512301,-111.9476024
85085,33.75635867,-112.0742666
85138,33.05427384,-111.9672325
85204,33.39665492,-111.7878325
85257,33.46354668,-111.9148712
85266,33.76433765,-111.9124955
85355,33.56602031,-112.3883675
85530,33.09360386,-110.231141
85614,31.81243595,-110.9297523
85736,31.87626071,-111.3747456
85928,34.52282699,-110.55062
86015,35.22408827,-111.8097613
86401,35.11023131,-113.7042389
86429,35.28766585,-114.5125822
86544,36.58164366,-109.1382221
85378,33.64164311,-112.3200871
84531,37.11859649,-109.7993365
86504,35.86087818,-109.1399727
86515,35.70306102,-108.9905824
85043,33.43231269,-112.1974412
85233,33.35242631,-111.8115164
85297,33.27812508,-111.7117453
85323,33.41375525,-112.3412913
96722,22.12698355,-159.448007
96748,21.12644509,-156.8006413
96755,20.19899566,-155.7773987
96714,22.14962996,-159.518263
96773,19.90874034,-155.2480895
96778,19.45354871,-154.981785
96795,21.3369421,-157.7091067
96792,21.46150966,-158.1717686
96706,21.33934124,-158.0165129
96716,21.91029709,-159.6010613
96734,21.39321601,-157.7520792
96762,21.6259996,-157.9400727
96818,21.3536799,-157.9146163
96860,21.35681073,-157.9484392
96710,19.84552702,-155.21647
96754,22.18869185,-159.4024444
96765,21.92607333,-159.4983472
96815,21.27175684,-157.8220127
96712,21.60428758,-158.0804343
96732,20.87814317,-156.4611304
96764,19.98148095,-155.231046
96770,21.13449482,-157.2111667
96782,21.4346938,-157.9469544
96822,21.32030119,-157.8103963
18902,40.3547481,-75.09857213
18974,40.21676196,-75.07320279
19013,39.83543355,-75.3828605
19023,39.91984924,-75.2691595
19038,40.10198901,-75.17210781
19301,40.04147032,-75.48112484
19317,39.85745266,-75.60260893
19348,39.86716115,-75.71766753
19401,40.13041978,-75.33141901
19507,40.49267411,-76.28233273
16675,40.67419967,-78.6712785
16864,41.16819692,-77.82197225
15010,40.76828431,-80.35875809
15044,40.64016049,-79.94856786
15052,40.66689325,-80.43317918
15066,40.75116982,-80.25271931
15083,40.24805315,-79.79037615
15116,40.54037354,-79.9765715
15205,40.43824907,-80.10577578
15235,40.45959418,-79.82213694
15239,40.48441699,-79.7375997
15352,39.75038322,-80.394503
15364,39.94556744,-80.28493977
15410,39.90140845,-79.91477825
05051,44.08522275,-72.11749851
05059,43.64233884,-72.43064608
05143,43.28874452,-72.6308565
05154,43.13598718,-72.543811
05361,42.78028183,-72.87940617
05443,44.11400312,-73.029475
05648,44.3952074,-72.48706
05667,44.26317691,-72.4047265
05761,43.34786884,-73.14855661
05770,43.88667733,-73.32771178
05666,44.34150943,-72.43866874
05045,43.9143349,-72.19881373
05046,44.23864629,-72.25023652
05076,44.1450373,-72.22661285
05444,44.62627814,-72.8823708
05452,44.52381603,-73.06477415
05458,44.71836441,-73.29834487
05679,44.10674386,-72.54049287
05736,43.60402294,-73.0213965
05764,43.52855778,-73.19401779
05837,44.66869776,-71.83866237
05001,43.67306941,-72.3794126
05257,42.96594491,-73.2593695
17501,40.1570578,-76.20540197
17545,40.17304708,-76.42794095
17572,39.99885666,-76.1532775
17601,40.07294193,-76.31459795
17745,41.28532901,-77.4804391
17751,41.06571602,-77.4334195
17959,40.74225992,-76.15152932
18017,40.6668553,-75.3921025
18053,40.71803901,-75.71001073
18073,40.39993396,-75.481597
18222,41.03569553,-76.00099005
18235,40.89150786,-75.6084705
18347,41.15117918,-75.53666751
18414,41.57227708,-75.69302725
18630,41.66359751,-76.02699311
18634,41.18983189,-76.02179417
18660,41.10195721,-76.06195791
18704,41.26061001,-75.89315
18823,41.77989105,-75.6944615
18929,40.25674883,-75.07886062
18955,40.48004757,-75.312019
19014,39.8545015,-75.428102
19032,39.88906596,-75.27697625
19063,39.92225701,-75.41446901
96766,22.00367419,-159.4160865
96769,21.95206498,-159.6182544
96791,21.55295052,-158.1614068
96705,21.89695167,-159.5512248
96726,19.42146429,-155.8109164
96730,21.53946586,-157.84421
96750,19.52196935,-155.9192202
96752,22.00221023,-159.754437
96772,19.09137312,-155.6181643
96817,21.34018364,-157.8374331
83424,43.90486396,-111.191398
83463,45.57058451,-113.9771582
83520,46.53933043,-116.3236168
83605,43.66442904,-116.6517494
83642,43.57335067,-116.4011903
83814,47.65720746,-116.640382
83830,47.07650596,-116.3527401
83843,46.72255284,-116.9418169
83212,42.45898528,-112.5527065
83227,44.16562825,-114.4942414
83238,42.37939036,-111.1059959
83255,43.66905387,-113.4902675
83338,42.72501131,-114.4327392
83422,43.67972605,-111.3114568
15449,39.9694603,-79.7776235
15454,39.86382084,-79.86550325
15459,39.76490821,-79.46486128
15462,40.06340581,-79.373285
15468,39.94861817,-79.83780757
15533,39.98584276,-78.24567131
15559,40.05912697,-78.68242902
15633,40.35934817,-79.51706108
15655,40.1973514,-79.18144834
15666,40.15894388,-79.51234358
15717,40.42131313,-79.29947975
15728,40.63938498,-78.955474
15840,41.16925306,-78.82704991
15849,41.17840723,-78.55594337
16025,40.94465229,-79.75842709
16201,40.80986002,-79.47203203
16371,41.88403467,-79.325025
16433,41.73552026,-80.14316547
16634,40.21051859,-78.17307061
16640,40.70653306,-78.57016345
16667,40.18053809,-78.55002025
16694,40.17203394,-78.139696
16731,41.94625843,-78.37133814
16841,41.0339842,-77.69009386
82005,41.14634448,-104.8678791
82052,41.12499431,-105.3159228
82061,41.43792243,-105.1549781
82242,42.69438421,-104.1023988
82714,44.55189935,-104.6800523
82720,44.79322122,-104.6724461
82053,41.24390027,-104.3479941
82083,41.63541169,-106.1706103
82219,42.4972749,-104.5062821
82335,41.75151044,-106.842064
82430,43.81506699,-108.190697
82435,44.83302819,-108.9989885
82523,43.37332668,-108.6870003
82620,42.54266346,-106.888868
82644,42.84344996,-106.3710255
82727,44.33601136,-105.1942939
82833,44.61599364,-107.1297418
82942,41.70231673,-108.7753529
83111,42.8189805,-111.0113572
83122,42.8217386,-110.9583893
82058,42.13815174,-105.633561
82325,41.1617632,-106.6068213
82839,44.92896918,-107.1577061
83014,43.45799723,-110.9374825
19151,39.97559075,-75.25620147
19362,39.75168133,-76.06585443
19438,40.25728452,-75.3686965
19550,40.45590101,-76.25052492
19608,40.31400315,-76.03573045
16475,41.87643171,-80.36105158
17769,41.49939135,-77.50075462
15012,40.15869746,-79.81192148
15062,40.15184535,-79.88276236
15065,40.64190849,-79.72765512
15085,40.38496381,-79.72542974
15106,40.40880461,-80.1086787
15145,40.40939393,-79.816585
15207,40.38239727,-79.930246
15311,40.0257991,-80.187555
15366,40.15551543,-79.9738075
15376,40.10486178,-80.48745579
15479,40.15223447,-79.71330331
15537,40.00591434,-78.3629895
15624,40.36637907,-79.47126116
15662,40.33891227,-79.47974527
15687,40.13147763,-79.31974882
15753,40.78682338,-78.64728108
83468,44.92439161,-113.6128845
83555,46.08666215,-116.7222015
83822,48.17469313,-117.0155608
83832,46.55222947,-116.90669
83873,47.59776372,-115.9086609
83202,42.97073667,-112.3476108
83235,44.60162785,-114.0340403
83250,42.67231248,-112.2086273
83271,42.45739094,-112.8454792
83276,42.7594181,-111.4445205
83626,43.66877007,-116.8281598
83661,44.10621985,-116.6933322
83676,43.65745884,-116.9115967
83813,48.10460868,-116.6374421
83837,47.52835441,-116.0910213
83864,48.38974774,-116.458348
83217,42.7752539,-111.935605
83286,42.05326509,-112.0148255
83311,42.40395051,-113.5586411
83328,42.56962423,-114.6166342
83333,43.65798416,-114.20109
83428,43.35528685,-111.122336
83440,43.8303198,-111.8722198
83455,43.60638295,-111.1407523
16860,40.94677821,-78.17213408
16921,41.6961327,-77.54653965
17011,40.23505147,-76.92930307
17013,40.24101022,-77.19281345
17016,40.27372372,-76.40763501
17028,40.40329239,-76.65075341
17057,40.19438317,-76.72656617
17228,39.99511334,-78.09834025
17255,40.16631507,-77.86690296
17321,39.7540501,-76.44742746
17349,39.73921397,-76.689569
17532,39.85731757,-76.29224246
17557,40.08735241,-76.070632
17702,41.18224285,-77.07721324
17777,41.10306625,-76.8268909
17778,41.28524506,-77.96468573
17853,40.69210231,-77.01255254
17888,40.81932679,-76.37305205
17983,40.64399283,-76.55037926
18013,40.85514472,-75.17115546
18070,40.43175189,-75.53888377
