PWSID,LAT,LON,POP_SERVED,AREA_sqm
CA3500578,36.80668274,-121.5104203,36,165939.56
CA3500579,36.79213664,-121.3590294,90,618028.2689
CA3500581,36.91783813,-121.362528,914,676472.2431
CA3500810,36.92849178,-121.3751173,38,9979.865642
CA3500823,36.82831711,-121.3499893,133,1070664.363
CA3500825,36.83064691,-121.4256344,98,445920.9608
CA3500830,36.89336523,-121.3871765,84,14707.03184
CA3500836,36.90170786,-121.5583871,49,58033.40987
CA3500900,36.81065306,-121.4018438,132,287946.6958
CA3500904,36.84049151,-121.4426492,150,627872.5954
CA3500910,36.94595283,-121.4101191,120,149130.3222
CA3500911,36.81789779,-121.4012929,69,108594.0661
CA3500912,36.93164935,-121.3496455,100,957019.6341
CA3500930,36.94890394,-121.4973638,34,45416.59472
CA3510001,36.84849573,-121.4095235,23358,17633718.51
CA3510002,36.84628288,-121.5407856,2335,1848808.57
CA3510003,36.83410553,-121.3687245,22902,16022213.54
CA3510004,36.88125054,-121.6383996,2988,12845341.43
CA3510006,36.85093695,-121.4218469,550,124747.3234
CA3510007,36.83759087,-121.3541997,25,22108.47519
CA3600008,34.45188017,-117.159526,762,2893154.913
CA3600009,34.42170843,-117.1723078,1023,3920688.061
CA3600010,34.56562097,-117.2902323,170,86953.50006
CA3600012,34.55021352,-117.1414052,284,109461.1259
CA3600022,35.26547856,-116.0728433,1000,11469346.97
CA3600025,34.85269103,-117.1283272,124,88400.07425
CA3600027,34.45101805,-116.8646197,260,654150.7319
CA3600031,34.08545449,-116.9222259,300,660251.6516
CA3600064,34.2189737,-117.2928182,55,126086.2065
CA3600070,34.44380554,-116.9514805,662,839110.561
CA3600071,34.60770193,-117.63793,63,806222.1294
CA3600086,34.85792248,-116.8472641,795,69734016.22
CA3600087,34.2777193,-117.21097,845,607295.8749
CA3600088,34.43406926,-116.9838299,150,254609.4199
CA3600089,34.43983755,-116.8887879,325,860366.2683
CA3600094,34.24244668,-117.206714,227,577771.1215
CA3600107,34.08941017,-116.9415062,415,151292.1552
CA3600108,34.20584742,-117.4050337,83574,633626.1687
CA3600114,34.08162273,-116.5566674,611,3634710.583
CA3600123,34.84546749,-117.1455165,112,89741.18755
CA3600139,34.4220858,-116.875891,710,2633142.146
CA3600152,34.05186487,-117.2613577,18644,850595.2773
CA3600155,34.53987803,-117.2888806,176,83630.2708
CA3600156,34.44329606,-116.9688276,275,573630.6477
CA3600157,34.43498904,-116.9347913,224,157791.136
CA3600158,34.24706107,-117.4941546,475,7962.94296
CA3600166,34.10040694,-116.9976971,315,212246.1986
CA3600172,35.47126069,-115.542875,443,58813.50664
CA3600180,34.50668167,-117.1847401,264,1342746.598
CA3600184,34.25354395,-116.9604881,25,56345.62256
CA3600185,34.04629911,-116.9493758,175,991984.8243
CA3600187,34.00571618,-117.2250479,350,478663.694
CA3600196,34.15518192,-116.498506,448,1978726.716
CA3600200,34.55400982,-117.1879279,812,320512.8726
CA3600209,34.07140154,-117.097234,160,160981.8488
CA3600215,34.09907444,-117.2953074,1062,26621.37527
CA3600220,34.59703754,-117.3339106,533,3136263.678
CA3600222,34.4211596,-117.0964802,441,6443630.648
CA3600226,34.06557282,-116.5572159,307,69438696.58
CA3600258,34.2370928,-117.175136,492,845423.4313
CA3600260,34.20001086,-117.1335738,530,15661.61002
CA3600262,34.2361174,-117.6589772,600,592922.8535
CA3600270,34.07946398,-116.5413805,369,2682336.851
CA3600279,34.44017736,-117.0964549,116,1206494.546
CA3600283,34.2314792,-116.767816,322,1571373.986
CA3600297,34.44731547,-116.84433,200,564625.4127
CA3600301,34.23854823,-117.2465563,381,253615.4785
CA3600306,34.52349763,-117.1181279,997,5092856.418
CA3600345,34.41818193,-117.0289623,90,1228172.887
CA3600372,34.88308199,-114.638917,677,78879.01538
CA3600382,34.14632207,-115.120982,26,432438.1523
CA3600383,34.28980919,-114.1738675,101,586560.86
CA3600385,34.07263787,-117.0833067,22,14218.76162
CA3600386,34.90939817,-116.8502813,135,37343.86894
CA3600388,34.90615642,-117.1194648,130,56045.05494
CA3600391,34.01297395,-117.0711131,493,128079.2565
CA3600397,34.43855249,-116.8262104,290,69067.90565
CA3600399,34.48923013,-117.1390201,190,36886.41965
CA3600400,34.49464466,-117.1519128,180,36431.05751
CA3600446,34.24861111,-117.2094364,25,56113.69927
CA3600504,34.72443499,-116.1638541,500,218493.5371
CA3600785,34.9052776,-116.6668347,250,613557.5394
CA3601010,34.92624515,-116.7112129,184,558187.3744
CA3601015,34.95007966,-116.5823411,219,179836.8747
CA3601036,34.90442974,-116.7993859,150,441052.1489
CA3601045,34.47358857,-117.1652484,150,59789.08406
CA3601048,34.16558834,-116.8629599,1070,9397739.876
CA3601085,34.46932441,-116.899636,66,79311.1114
CA3601182,34.54755848,-117.4579063,1728,47016.47205
CA3610001,34.58153339,-117.4184924,31765,8515360.604
CA3610002,34.24217643,-117.2287552,2534,1310397.194
CA3610003,34.53245633,-117.2169043,62602,132092702.5
CA3610004,34.05446412,-117.390508,96738,80544388.39
CA3610005,34.26016229,-117.1937573,7008,20642294.5
CA3610008,34.25324994,-116.827116,12738,29758399.94
CA3610009,34.26209213,-116.4301476,3689,113021790.5
CA3610011,34.25507643,-117.3243103,2511,5171961.513
CA3610012,33.95374103,-117.6329729,82560,74656803.11
CA3610013,34.04493507,-117.2503534,24791,19068109.12
CA3610014,34.0673798,-117.320861,46525,38484188.73
CA3610015,34.23965075,-117.2752685,10030,11167573.04
CA3610016,34.14183942,-116.9848117,450,1271243.207
CA3610017,34.48289035,-114.4139017,361,462401.4702
CA3610018,34.12582038,-117.5632665,200613,119237786.5
CA3610019,34.00333297,-117.1571283,109608,291897.2591
CA3610021,34.08599041,-116.9080215,995,741509.0552
CA3610022,34.2686732,-116.9401476,1249,2367650.839
CA3610023,34.24089866,-117.0762758,3062,1377448.571
CA3610024,34.3946251,-117.3132676,97846,204724069.4
CA3610025,34.16670615,-116.2811198,8367,248291223.6
CA3610026,34.24828398,-117.1718601,1232,3620837.007
CA3610028,34.07276054,-117.4269484,3055,3118242.278
CA3610029,34.05608574,-117.7041245,56839,25041393.2
CA3610030,34.428348,-117.1502287,1459,19823870.19
CA3610031,34.14875794,-117.3434627,13000,5511412.153
CA3610032,34.80123554,-114.6120671,8766,78344537.62
CA3610033,34.23817731,-117.6581598,1700,343774.2819
CA3610034,34.03836244,-117.6076369,185010,126260954.1
CA3610036,33.95021568,-117.7250811,82661,115265752.6
CA3610037,34.05512932,-117.1686214,78025,66816379.62
CA3610038,34.10436396,-117.3771881,54453,22291632.95
CA3610039,34.14332842,-117.3061803,204870,146809883
CA3610041,34.09188943,-117.4649552,237800,114306775.4
CA3610043,34.88871693,-117.0448846,32869,85947841.35
CA3610044,34.24217505,-116.8817993,28276,28679258.31
CA3610045,34.23059313,-117.2226607,817,573244.7207
CA3610046,34.23340699,-117.304554,499,1030319.732
CA3610047,34.36803365,-117.6610097,4151,920174.9861
CA3610048,34.0753037,-117.3405311,2400,842096.8352
CA3610049,34.14260102,-116.0820342,18795,229022907.7
CA3610050,34.11811253,-117.660509,78891,40729589.88
CA3610051,34.24746295,-117.3055474,1992,1289886.75
CA3610052,34.52094037,-117.3674731,124653,220295503.8
CA3610053,34.02606621,-117.1092307,7464,11873599.92
CA3610055,34.02301682,-117.0372359,51727,104441275
CA3610057,34.01881712,-117.3077596,18800,21924406.97
CA3610060,34.26847178,-116.3505769,1122,23411730.52
CA3610062,34.20610096,-117.1062929,5268,8933186.035
CA3610063,34.05330488,-116.5897283,1706,6261417.495
CA3610064,34.12563814,-117.1911042,103818,77791693.38
CA3610073,34.15108651,-116.407448,25842,148381894.2
CA3610082,34.23472205,-117.660348,125,69210.90659
CA3610085,34.15538315,-117.6581899,3191,4457056.37
CA3610086,34.12109093,-117.7199029,78891,29714754.09
CA3610093,34.24047999,-117.1833363,2654,1236536.856
CA3610105,34.55727102,-117.1625497,2030,4748979.623
CA3610107,34.47743496,-117.1814655,6180,7109490.64
CA3610108,34.40906146,-116.9616877,583,4783904.984
CA3610109,34.42351807,-117.5690695,3626,28400120.49
CA3610110,34.21540634,-117.0766416,1856,4197034.796
CA3610112,34.75897553,-117.3686114,6050,243146546.9
CA3610114,34.22917325,-117.123048,2320,222442482.4
CA3610117,34.23425488,-117.4089528,1633,4118915.072
CA3610118,34.90426989,-116.8386429,1046,9915713.592
CA3610120,34.47036289,-117.6081229,23585,301250583
CA3610121,34.49252468,-117.2648248,14741,12666256.73
CA3610125,34.37241001,-117.384175,12580,73832423.01
CA3610129,34.84035226,-117.1496853,0,599460.6784
CA3610701,34.8615108,-116.9489493,1150,19207171.35
CA3610703,34.29882421,-116.1161955,18339,649330.0239
CA3610705,35.23951334,-116.722361,16000,115308333.8
CA3610800,34.03325843,-116.9058543,78,140139.9483
CA3610801,34.27219999,-117.2832503,65,100183.0034
CA3610850,33.98019604,-117.6801715,10667,3485574.14
CA3610851,33.94958675,-117.6362017,956,402773.1693
CA3610854,35.76566473,-117.3839415,1818,2618239.882
CA3700041,32.62228812,-116.6912806,150,84721.89372
CA3700071,32.85180154,-116.5687782,300,225767.4821
CA3700073,33.04155257,-116.5948853,86,70324.21086
CA3700074,32.99304788,-116.5786679,525,1066061.596
CA3700277,32.65867007,-116.7037622,150,1023806.79
CA3700291,33.14863935,-116.1683548,100,27222.72792
CA3700422,32.86736112,-116.4197331,100,33428.24331
CA3700859,32.61482991,-116.4662012,290,775920.8321
CA3700866,33.0807756,-117.1168825,330,784370.2042
CA3700897,32.82361044,-116.5347869,100,510665.9759
CA3700900,33.23264415,-116.7620491,300,189209.5195
CA3700905,33.0468117,-116.6264012,760,2652194.239
CA3700906,33.08672205,-116.5961837,28,297040.4213
CA3700909,33.07779565,-116.5970997,1517,951440.8167
CA3700918,33.07476783,-116.7916556,102,1393761.468
CA3700919,33.17682572,-116.9975733,250,125218.1786
CA3700922,32.69064,-116.3358772,317,230937.9526
CA3700923,32.68252643,-116.5144826,670,504028.7991
CA3700924,32.6801017,-116.5027089,360,374683.9793
CA3700933,33.36239301,-116.8776424,650,67620529.36
CA3700934,33.36070279,-117.0251644,193,13760338.04
CA3700936,33.34358426,-116.9975322,200,1932527.946
CA3700937,33.29078892,-116.9697341,142,153780.326
CA3700938,33.30756173,-116.9379824,593,54620856.87
CA3700958,33.28194728,-116.6241815,238,334727.8319
CA3700962,33.16631655,-116.9948998,190,104785.5029
CA3700968,33.08496051,-116.9496149,350,792967.2355
CA3701184,32.97794986,-116.4369797,353,191873.0438
CA3701341,33.36336135,-116.7568636,120,76476.94939
CA3701408,33.31952496,-117.0139298,1639,55106670.31
CA3701747,33.01160208,-116.6185871,298,552150.4629
CA3701780,33.05398849,-116.603692,28,208022.2784
CA3701793,32.62433778,-116.6102942,200,198458.0278
CA3701837,33.09945837,-116.6558905,120,1030237.52
CA3701934,32.84251112,-116.5305392,255,242286.0857
CA3701961,32.84760848,-116.5562141,200,34339.59162
CA3701988,32.83227783,-116.739087,125,37261.44077
CA3701995,32.83632589,-116.7218704,100,31017.21449
CA3702104,32.64875304,-116.8521914,832,710536.6936
CA3702236,33.35896456,-116.8661535,50,313404.1312
CA3702354,33.34647381,-116.7235697,443,731069.7496
CA3710001,32.58181586,-117.1160481,106000,49283962.02
CA3710002,33.13387603,-117.1753233,108392,114805405.9
CA3710004,32.96347869,-117.262469,4258,4628704.693
CA3710005,33.13320471,-117.2926046,92245,83837544.62
CA3710006,33.13053678,-117.0570509,137941,83174795.59
CA3710008,33.38066363,-117.2327678,35237,114362329.5
CA3710009,32.8590496,-116.6175964,870,1783909.442
CA3710010,32.78342557,-116.9705575,276918,122383987.4
CA3710011,32.61795371,-116.1894426,561,1703369.932
CA3710012,33.30270893,-116.990008,899,2619742.211
CA3710013,32.89644544,-116.9049711,35500,25079899.84
CA3710014,33.22466065,-117.3083322,178021,109130238.6
CA3710015,32.93641833,-117.0325981,49062,65818537
CA3710016,33.28715725,-117.2103613,23536,206649550.6
CA3710018,33.09917284,-117.1137808,29206,32598698.08
CA3710019,33.02139971,-116.8913592,35135,185943868.2
CA3710020,32.8475074,-117.1482735,1374790,679403323.9
CA3710021,33.04441438,-117.2836788,39823,23124762.98
CA3710023,33.01216839,-117.2203236,21549,41660204.59
CA3710025,32.64689656,-117.0947806,192480,93681819.72
CA3710026,33.24608844,-117.0547587,29708,260162595.5
CA3710027,33.19203664,-117.2259173,132838,82547031.16
CA3710029,33.05303968,-117.1388933,86649,125894531.3
CA3710034,32.67618628,-116.8420771,226413,320999404.5
CA3710036,33.27032429,-116.3562372,3429,128530419.3
CA3710037,32.83283752,-116.8227213,90683,189393200.5
CA3710039,32.82914773,-116.5278672,2547,3287648.576
CA3710041,33.06811014,-116.5769694,1768,3572212.382
CA3710042,32.66884605,-116.9416329,0,385795965.8
CA3710044,33.08262226,-117.0390381,3316,5104986.416
CA3710047,32.61203583,-116.4666437,500,1781001.309
CA3710700,33.40643907,-117.4779362,26355,260466620.6
CA3710702,33.29576777,-117.423708,56985,247361894.2
CA3710707,32.89498713,-118.4780305,670,280344450.2
CA3710750,32.6995553,-117.2060067,36000,10081364.37
CA3710800,33.32428811,-116.6830812,125,214369.4403
CA3710802,32.93864974,-116.5368992,65,58778.63923
CA3810003,37.81123898,-120.3004005,217,2957496.181
CA3810011,37.75462035,-122.4424945,884363,119651274.4
CA3810700,37.79757709,-122.4664822,3500,5936174.637
CA3810702,37.82072243,-122.369515,3790,2306668.453
CA3900504,38.18985668,-121.0922744,264,336285.1274
CA3900505,37.92986252,-121.000207,270,379284.8698
CA3900512,38.0330573,-121.2480314,105,64973.71464
CA3900517,38.0347626,-121.2430333,60,35552.48065
CA3900523,38.03874691,-121.2527069,112,73696.35065
CA3900543,37.70913247,-121.4136821,92,67652.10205
CA3900558,38.04178588,-121.3438247,172,119564.0219
CA3900559,38.16207525,-121.2589746,40,172698.7655
CA3900561,38.15097582,-121.3008294,104,20748.03562
CA3900563,38.02594248,-121.2496718,178,118112.9761
CA3900568,37.99469868,-121.2466292,180,35919.16549
CA3900569,37.91898835,-121.2272764,60,10787.56598
CA3900579,37.89874824,-121.2196649,50,6620.40275
CA3900586,38.20525732,-121.2621827,50,7375.432251
CA3900596,38.09010511,-121.2577149,200,36375.43777
CA3900602,38.05615747,-121.256636,200,35412.80682
CA3900606,37.92652491,-121.2301981,75,7836.953818
CA3900607,37.99549592,-121.2479169,131,23622.89447
CA3900624,38.07770761,-121.2855219,160,61155.05756
CA3900637,37.97262394,-121.2426316,120,15841.0251
CA3900649,37.99049237,-121.188545,100,9437.339552
CA3900653,37.77061088,-121.2901349,150,47783.11474
CA3900661,37.91512526,-121.2238026,275,41087.22696
CA3900664,38.22757955,-121.4910465,125,14080.29567
CA3900682,38.1585305,-121.1497202,100,16419.56089
CA3900701,37.74972435,-121.5089258,148,159963.1042
CA3900702,37.71843387,-121.4559769,145,188439.8194
CA3900705,38.04798447,-121.2600927,55,2939.3285
CA3900714,38.10285735,-121.3050398,69,37138.38858
CA3900719,38.15614139,-121.2960325,55,25117.64158
CA3900720,38.02614452,-121.2462002,238,124584.7923
CA3900721,38.1512252,-121.3022749,110,12946.86057
CA3900722,38.04031733,-121.2554743,290,216923.2272
CA3900724,38.05176276,-121.3318194,234,162764.9597
CA3900732,37.92779985,-121.2329619,35,5490.38522
CA3900733,38.15902645,-121.2977757,75,76141.83865
CA3900751,37.87119093,-121.2729302,26,12107.90504
CA3900755,37.99459136,-121.1715427,120,14124.50542
CA3900762,38.22690085,-121.4896583,55,20912.21346
CA3900805,37.7370171,-121.4005457,300,35234.7038
CA3900813,37.84986518,-121.3213317,100,44159.38799
CA3900831,38.16226764,-121.258843,340,129593.2819
CA3900835,38.06707468,-121.2589174,70,4002.594997
CA3900837,38.15778078,-121.2606499,39,13655.98974
CA3900842,38.15180241,-121.1550652,320,56555.71642
CA3900844,38.13878417,-121.1795984,75,26709.43685
CA3900907,38.0092834,-121.2345267,325,54440.79589
CA3900921,37.71302292,-121.2658768,30,75184.29332
CA3900927,37.74601222,-121.108199,119,58167.8557
CA3900964,37.98164977,-121.2687583,300,58258.42789
CA3900983,37.99502718,-121.1705065,100,9205.735122
CA3900991,37.74367206,-121.4611734,40,5156.059631
CA3901031,37.63544505,-121.2893545,252,140290.9595
CA3901074,38.06617562,-121.2618352,238,31828.04781
CA3901075,38.16548054,-121.3075458,149,124116.9087
CA3901081,38.00195778,-121.2599516,130,12337.34861
CA3901092,38.13771907,-121.205645,310,286234.504
CA3901113,37.99855438,-121.2438266,106,124091.7822
CA3901114,38.05695381,-121.456523,236,94872.88616
CA3901159,38.04870805,-121.2504006,125,635304.7429
CA3901172,37.63583818,-121.4029232,178,306648.0612
CA3901213,37.89859476,-121.2176493,34,8436.487148
CA3901215,37.96464716,-121.2546909,201,17164.67947
CA3901216,37.74788794,-121.5190148,320,788871.4918
CA3901217,38.14106943,-121.1352223,41,80387.93822
CA3901276,38.13275659,-121.1407152,38,20239.27065
CA3901303,38.17338074,-121.2799562,231,141429.2785
CA3901304,38.05976385,-121.2540937,39,9861.658325
CA3901337,38.05377406,-121.2490509,426,863902.4959
CA3901348,37.70256253,-121.4055373,1172,1523018.024
CA3901474,37.97264276,-121.2418122,39,10307.85776
CA3910001,37.95549331,-121.2831829,174507,100559306.5
CA3910002,38.024714,-121.3343831,1841,780664.8755
CA3910003,37.79386264,-120.9976204,7501,5739806.811
CA3910004,38.12570355,-121.2811976,68272,32029433.58
CA3910005,37.79368674,-121.2266004,84625,54221343.99
CA3910006,37.99876373,-121.215928,50,255173.5295
CA3910007,37.74172958,-121.1310195,16292,14291721.37
CA3910008,38.15695902,-121.1511114,2500,3185786.242
CA3910009,38.22588667,-121.4241523,964,1461163.95
CA3910010,38.00318567,-121.3344731,5990,1953414.059
CA3910011,37.73118377,-121.5065797,98601,67158951.11
CA3910012,38.02661106,-121.2989038,183046,92777357.44
CA3910014,37.83119819,-121.2128386,1082,445113.1059
CA3910015,37.81448952,-121.2997233,28503,52148954.5
CA3910017,37.81448952,-121.2997233,3802,52148954.5
CA3910018,37.68035503,-121.2752077,600,1331370.805
CA3910019,38.02230666,-121.0854881,1784,1228839.172
CA3910020,38.00884623,-121.253928,691,308118.6374
CA3910022,38.11062548,-121.4963051,1510,368178.9564
CA3910023,37.77674794,-121.3106542,1502,2749681.573
CA3910024,38.04870912,-121.2504874,851,773809.4235
CA3910027,37.78409341,-121.5467096,23146,14911463.1
CA3910701,37.84060564,-121.2692299,525,3194046.887
CA3910803,37.78919358,-121.1935433,8455,938647.1726
CA4000200,35.27081204,-120.715833,85,481714.9029
CA4000202,35.21203057,-120.5633396,132,5282110.032
CA4000203,35.26707279,-120.7120101,135,927773.9755
CA4000214,35.21081891,-120.6839376,81,1980585.178
CA4000222,35.17877064,-120.728266,1630,656311.8567
CA4000226,35.09242665,-120.6158967,710,116718.4136
CA4000230,35.13621042,-120.5609671,133,288607.6999
CA4000501,35.10297411,-120.595387,105,521747.0633
CA4000506,35.0442271,-120.5753815,538,1685740.147
CA4000507,35.41829764,-120.6066026,386,772443.332
CA4000523,35.31487263,-120.8551667,591,355633.2562
CA4000554,35.66120471,-120.5045022,350,1870680.013
CA4000563,35.23990572,-120.6784811,30,12128.89781
CA4000568,35.61347012,-121.1445012,462,426019.3152
CA4000631,35.60742071,-120.7008515,40,845765.3644
CA4000637,35.13621042,-120.5609671,60,288607.6999
CA4000648,35.10575993,-120.5897765,84,17243.53213
CA4000649,35.57502516,-120.7014386,420,91574.91194
CA4000650,35.07464646,-120.5866386,600,203142.0624
CA4000653,35.39071481,-120.8397701,250,65662.54556
CA4000654,35.64817375,-120.728443,75,9399.500532
CA4000660,35.27081204,-120.715833,45,481714.9029
CA4000670,35.57891978,-120.7031106,486,329065.3103
CA4000705,35.05266421,-120.5724898,80,304142.3062
CA4000716,35.19092426,-120.7069312,75,1064010.337
CA4000741,35.18092273,-120.5608949,70,781336.0902
CA4000744,35.26088898,-120.6277933,79,761226.5826
CA4000749,35.13698577,-120.5639598,38,110241.2686
CA4000750,35.07481241,-120.5092143,55,590259.3234
CA4000765,35.19552688,-120.5315568,106,12588992.03
CA4000771,35.08720505,-120.5003571,44,1875346.669
CA4000775,35.6450194,-120.7019731,30,82927.62823
CA4000789,35.58847729,-120.6581144,125,1046290.3
CA4000802,35.58383682,-120.6728962,238,2446646.385
CA4000803,35.67259483,-120.7021062,50,455776.7472
CA4000805,35.05154318,-120.5921273,126,254857.4981
CA4000808,35.16783653,-120.5377578,65,379738.0268
CA4000815,35.16334293,-120.5134274,108,206645.9975
CA4000834,35.1724119,-120.6348627,60,2238298.635
CA4000839,35.67512363,-120.6953093,25,41039.51708
CA4010001,35.12431109,-120.5846749,17963,15183732.19
CA4010002,35.47157004,-120.6821852,30587,98644789.29
CA4010003,35.19282189,-120.7220297,1778,1326908.491
CA4010004,35.12037923,-120.6198396,12701,5979985.694
CA4010005,35.10118739,-120.6114873,7487,4646742.44
CA4010006,35.44231531,-120.8948348,2369,644411.2994
CA4010007,35.62927126,-120.6807898,31221,43862409.58
CA4010008,35.13836007,-120.6322726,8180,8938410.367
CA4010009,35.27181929,-120.6656554,46058,24905038.79
CA4010010,35.7534005,-120.6900829,2600,7684728.463
CA4010011,35.36002116,-120.8527489,15543,21687139.62
CA4010012,35.73084939,-120.866523,2981,22290085.49
CA4010014,35.55333674,-121.0805572,6032,10219338.09
CA4010015,35.44817846,-120.900173,1874,435182.8907
CA4010016,35.32405495,-120.831761,7086,3260857.094
CA4010017,35.30999417,-120.8387023,5938,6084300.03
CA4010018,35.01725246,-120.4991852,4540,6354727.307
CA4010019,35.55574238,-120.7146432,7616,13149313.84
CA4010022,35.25223344,-120.661109,0,614535.2026
CA4010023,35.2152804,-120.6361898,1456,6657939.401
CA4010024,35.38879365,-120.6087388,1291,1246545.932
CA4010025,35.44463356,-120.8963797,0,2392095.207
CA4010026,35.03491563,-120.4971864,13771,14301904.85
CA4010027,35.7497111,-120.9933415,2171,279676.5194
CA4010028,35.64958395,-120.3830727,1085,4773009.593
CA4010030,35.32210377,-120.7416176,0,124703.0584
CA4010040,35.07828895,-120.5754854,2021,7869274.449
CA4010080,35.3029735,-120.661202,0,821687.4648
CA4010081,35.02929596,-120.5520912,2918,3855903.233
CA4010830,35.32390974,-120.6989031,15000,925378.6857
CA4010832,35.46365906,-120.6342878,3000,218614.9695
CA4010901,35.42802844,-120.8804952,1200,649313.937
CA4100503,37.23471035,-122.3231986,150,444245.1917
CA4100509,37.29880359,-122.2653212,300,386658.023
CA4100510,37.31432043,-122.2940813,56,100915.0016
CA4100512,37.27042178,-122.3094896,65,123677.3221
CA4100522,37.26832942,-122.2823702,68,622796.5865
CA4100529,37.27710499,-122.2820633,187,355277.0059
CA4100533,37.3861529,-122.2678055,420,2658149.849
CA4100538,37.28721914,-122.2717112,357,335570.1869
CA4100539,37.42010193,-122.3226586,66,712226.9483
CA4100540,37.23704903,-122.3712099,35,238850.5845
CA4100551,37.24315842,-122.41427,50,764060.6942
CA4100555,37.26205607,-122.2038439,140,891002.0321
CA4100582,37.25173009,-122.3870265,450,390950.3046
CA4100583,37.24586876,-122.3610355,65,334054.1083
CA4110001,37.51521021,-122.2935443,28050,12901830.69
CA4110002,37.68031251,-122.4036239,3385,5964858.999
CA4110003,37.58529683,-122.3680568,31056,12144725.46
CA4110005,37.69153058,-122.4139938,1478,2368679.291
CA4110006,37.39349411,-122.2928732,60903,252559489.4
CA4110007,37.49627688,-122.268985,35360,15028043.5
CA4110008,37.55136342,-122.315841,102393,34382211.43
CA4110009,37.65186412,-122.4028269,63439,28000495.11
CA4110010,37.54518918,-122.5019486,5298,17204395.56
CA4110011,37.45807034,-122.4397325,18789,18105148.84
CA4110012,37.31977899,-122.2689204,832,933622.6557
CA4110013,37.6741912,-122.4771724,108599,19655746.13
CA4110016,37.55475941,-122.3601948,11407,16140963.38
CA4110017,37.48527287,-122.1544127,19297,23013024.72
CA4110018,37.59982503,-122.4028555,22795,8736038.402
CA4110019,37.46033718,-122.1485724,2789,432703.0639
CA4110020,37.4670799,-122.1470195,2900,515974.6289
CA4110021,37.55630886,-122.268941,37687,12224450.59
CA4110022,37.48008906,-122.2290133,89037,40248501.33
CA4110023,37.62605294,-122.4182766,46085,13049948.98
CA4110024,37.46790182,-122.1376059,29519,5617474.923
CA4110025,37.60869336,-122.4828746,38546,29682744.08
CA4110027,37.64463863,-122.4557818,13486,2675926.74
CA4200505,34.5866897,-119.9898222,60,86967.12736
CA4200531,34.60319945,-120.1125065,240,533844.1266
CA4200556,34.8826354,-120.4333009,150,83085.48165
CA4200560,34.86556067,-120.2940519,135,187413.5938
CA4200572,34.42582921,-119.7407417,200,252116.9734
CA4200578,34.5051384,-119.7908525,172,174997.283
CA4200579,34.51581781,-119.8316997,38,40061.65044
CA4200580,34.49105355,-119.7998459,120,69849.50666
CA4200612,34.58887974,-120.0659809,150,1642674.922
CA4200616,34.61288065,-120.0937264,295,886431.9773
CA4200618,34.73194105,-120.0880594,300,74401.61353
CA4200619,34.63002089,-120.0288058,304,2156791.396
CA4200633,34.42512258,-119.6305895,55,36096.24827
CA4200678,34.48265958,-120.3083175,38,5010384.323
CA4200693,34.43035419,-119.8856894,186,15967.88362
CA4200702,34.42652665,-119.788547,60,46839.82786
CA4200703,34.47704901,-119.9930256,325,5825875.005
CA4200714,34.46590927,-120.3514534,43,4105075.324
CA4200721,34.44362335,-119.9563699,67,31485.31732
CA4200731,34.47794058,-120.266009,54,8406297.88
CA4200733,34.4178544,-119.6345201,70,106121.9422
CA4200800,34.90538389,-120.3920939,132,1298049.123
CA4200802,34.69287975,-120.0827057,102,4204236.875
CA4200804,34.65912876,-120.1320868,54,1475272.508
CA4200807,34.68472358,-120.0615266,359,9857010.526
CA4200814,34.63559603,-120.1914417,35,81095.09699
CA4200822,34.67499094,-120.3708433,59,560342.797
CA4200827,34.6439378,-120.0880974,25,46528.97713
CA4200837,34.66984232,-120.0938302,129,3018845.609
CA4200842,34.95237511,-120.4591099,320,18256.90456
CA4200848,34.66484539,-120.3225243,75,1173073.081
CA4200851,34.85248712,-120.3810557,66,164030.4492
CA4200862,34.61125691,-120.1603406,30,199868.7072
CA4200867,34.91977149,-120.4750486,40,21852.50557
CA4200870,34.83691965,-120.532319,234,657365.6007
CA4200881,34.66757139,-120.074982,210,3188875.123
CA4200885,34.60779255,-120.14762,38,253057.2057
CA4200891,34.64749637,-120.2089116,115,4278449.167
CA4200918,34.54088152,-119.8044942,845,36740.71561
CA4200924,34.48045061,-120.0938707,40,3895717.566
CA4200969,34.8890477,-120.3503038,45,11344.59237
CA4210001,34.41257804,-119.509869,15996,45567622.3
CA4210002,34.74193224,-120.2761767,1634,1595888.361
CA4210003,34.96033509,-120.5729046,8293,3703484.499
CA4210004,34.44232154,-119.8198615,84462,81640895.75
CA4210005,34.44779283,-119.7637394,550,211109.5223
CA4210006,34.64974047,-120.4591937,40415,18978050.33
CA4210007,34.4366084,-119.6156243,11817,36265062.63
CA4210009,34.94332798,-119.6833212,700,1405284.548
CA4210010,34.43156487,-119.7110398,95628,53051921.84
CA4210011,34.93431493,-120.4408487,109910,49445264.29
CA4210013,34.59316109,-120.1402599,6126,6323046.925
CA4210016,34.87180884,-120.4268447,33733,25504234.1
CA4210017,34.7023677,-120.464553,7308,7151399.622
CA4210018,34.61528167,-120.2028582,5464,4212971.011
CA4210019,34.6828179,-120.4500572,3600,3912140.193
CA4210020,34.61927898,-120.1113528,7022,42335449.32
CA4210021,34.89710791,-120.4856175,1983,578452.2463
CA4210022,34.86713449,-120.3681755,539,6782884.223
CA4210024,34.42453278,-119.7700374,4861,8802304.23
CA4210028,34.64892286,-120.0765771,0,165096.8211
